PROCEDURE_TYPE,STARTTIME,ENDTIME,IMSI,IMEISV,MSISDN,START_ENODEB_ID,START_CELL_ID,START_MME,END_ENODEB_ID,END_CELL_ID,END_MME,GUMMEI,BEARER_ID,QCI,PDCP_BITRATE_DL,PDCP_VOLUME_DL,PDCP_BITRATE_UL,PDCP_VOLUME_UL,SGW_BYTES_SENT_DL,SGW_PKTS_SENT_DL,SGW_BYTES_RECVD_UL,SGW_PKTS_RECVD_UL,RRC_CONN_SETUP_TIMESTAMP_START,RRC_CONN_SETUP_RRC_RESULT,RRC_CONN_SETUP_RRC_ESTABL_CAUSE,RRC_CONN_SETUP_DURATION,S1_SIG_CONN_SETUP_TIMESTAMP_START,S1_SIG_CONN_SETUP_SIG_CONN_RESULT,S1_SIG_CONN_SETUP_RRC_ESTABL_CAUSE,S1_SIG_CONN_SETUP_DURATION,INITIAL_CTXT_SETUP_TIMESTAMP_START,INITIAL_CTXT_SETUP_INITIAL_CTXT_RESULT,INITIAL_CTXT_SETUP_ERAB_RESULT_ARRAY,INITIAL_CTXT_SETUP_DURATION,INITIAL_CTXT_SETUP_ERAB_QCI_ARRAY,INITIAL_CTXT_SETUP_3GPP_CAUSE_GROUP,INITIAL_CTXT_SETUP_3GPP_CAUSE,UE_CAPABILITY_TIMESTAMP,UE_CAPABILITY_CAP_CATEGORY,ERAB_SETUP_TIMESTAMP_START,ERAB_SETUP_ERAB_RESULT_ARRAY,ERAB_SETUP_ERAB_QCI_ARRAY,ERAB_SETUP_DURATION,RRC_CONN_REESTABLISH_TIMESTAMP_START,RRC_CONN_REESTABLISH_REESTAB_RESULT,RRC_CONN_REESTABLISH_DURATION,RRC_CONN_REESTABLISH_REESTAB_CAUSE,ERABRELEASE_STARTTIME,ERABRELEASE_RELEASE_RESULT,ERABRELEASE_DURATION,ERABRELEASE_S1_RELEASE_CAUSE,ERABRELEASE_INTERNAL_RELEASE_CAUSE,ERABRELEASE_ERAB_REQ_QCI_ARRAY,ERABRELEASE_ERAB_REQ_3GPP_CAUSE_GROUP_ARRAY,ERABRELEASE_ERAB_REQ_3GPP_CAUSE_ARRAY,ENB_UECTXTRELEASE_STARTTIME,ENB_UECTXTRELEASE_DURATION,ENB_UECTXTRELEASE_TRIGGERING_NODE,ENB_UECTXTRELEASE_UE_RELEASE_CAUSE,ENB_UECTXTRELEASE_INTERNAL_RELEASE_CAUSE,ENB_UECTXTRELEASE_3GPP_CAUSE_GROUP,ENB_UECTXTRELEASE_3GPP_CAUSE,ENB_UECTXTRELEASE_ERAB_RELEASE_REQ_QCI_ARRAY,UEMEASMENT_SAMPLE_MEASTIME,UEMEASMENT_SAMPLE_POWER_HEADROOM,UEMEASMENT_SAMPLE_POWER_HEADROOM_PRB_USED,UEMEASMENT_SAMPLE_LAST_PUSCH_NUM_PRB,UEMEASMENT_SAMPLE_LAST_PUSCH_SINR,UEMEASMENT_SAMPLE_LAST_PUSCH_POWER_PER_PRB,UETRAFFICREP_SAMPLE_MEASTIME,UETRAFFICREP_SAMPLE_THP_PDCPVOL_TRUNK_DL,UETRAFFICREP_SAMPLE_THP_TIME_DL,UETRAFFICREP_SAMPLE_THP_PDCPVOL_TRUNK_UL
ERAB_MODIFY,11/24/2025 15:21:30,11/24/2025 15:21:50,31041000000005,19724123000005,19725551050,1,12314,331402801000,1,12314,331402801000,,5,1,640000,140000,132000,36000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:21:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:21:50,11/24/2025 15:22:05,31041000000005,19724123000005,19725551050,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:21:58,20,,8,,,11/24/2025 15:21:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:22:05,11/24/2025 15:22:20,31041000000005,19724123000005,19725551050,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:22:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:22:20,11/24/2025 15:22:40,31041000000005,19724123000005,19725551050,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:22:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:24:00,11/24/2025 15:24:05,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:24:00,SUCCESS,4,1,11/24/2025 15:24:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:24:05,11/24/2025 15:24:10,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:24:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:24:10,11/24/2025 15:24:20,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:24:10,SUCCESS,4,1,11/24/2025 15:24:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:24:20,11/24/2025 15:24:30,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:24:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:24:30,11/24/2025 15:24:45,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:24:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:24:45,11/24/2025 15:25:00,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,5,1,620000,135000,126000,33000,0,0,0,0,,,,,11/24/2025 15:24:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:25:00,11/24/2025 15:25:30,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,5,1,640000,140000,132000,36000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:25:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:25:30,11/24/2025 15:25:50,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,5,1,660000,145000,138000,39000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:25:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:25:50,11/24/2025 15:26:05,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:25:58,20,,8,,,11/24/2025 15:25:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:26:05,11/24/2025 15:26:20,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:26:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:26:20,11/24/2025 15:26:40,31041000000006,19724123000006,19725551051,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:26:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:28:00,11/24/2025 15:28:05,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:28:00,SUCCESS,4,1,11/24/2025 15:28:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:28:05,11/24/2025 15:28:10,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:28:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:28:10,11/24/2025 15:28:20,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:28:10,SUCCESS,4,1,11/24/2025 15:28:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:28:20,11/24/2025 15:28:30,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:28:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:28:30,11/24/2025 15:28:45,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:28:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:28:45,11/24/2025 15:29:00,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,5,1,640000,140000,132000,36000,0,0,0,0,,,,,11/24/2025 15:28:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:29:00,11/24/2025 15:29:30,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,5,1,660000,145000,138000,39000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:29:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:29:30,11/24/2025 15:29:50,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,5,1,680000,150000,144000,42000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:29:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:29:50,11/24/2025 15:30:05,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:29:58,20,,8,,,11/24/2025 15:29:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:30:05,11/24/2025 15:30:20,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:30:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:30:20,11/24/2025 15:30:40,31041000000007,19724123000007,19725551052,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:30:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:32:00,11/24/2025 15:32:05,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:32:00,SUCCESS,4,1,11/24/2025 15:32:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:32:05,11/24/2025 15:32:10,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:32:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:32:10,11/24/2025 15:32:20,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:32:10,SUCCESS,4,1,11/24/2025 15:32:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:32:20,11/24/2025 15:32:30,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:32:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:32:30,11/24/2025 15:32:45,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:32:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:32:45,11/24/2025 15:33:00,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,5,1,660000,145000,138000,39000,0,0,0,0,,,,,11/24/2025 15:32:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:33:00,11/24/2025 15:33:30,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,5,1,680000,150000,144000,42000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:33:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:33:30,11/24/2025 15:33:50,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,5,1,700000,80000,150000,45000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:33:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:33:50,11/24/2025 15:34:05,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:33:58,20,,8,,,11/24/2025 15:33:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:34:05,11/24/2025 15:34:20,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:34:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:34:20,11/24/2025 15:34:40,31041000000008,19724123000008,19725551053,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:34:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:36:00,11/24/2025 15:36:05,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:36:00,SUCCESS,4,1,11/24/2025 15:36:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:36:05,11/24/2025 15:36:10,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:36:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:36:10,11/24/2025 15:36:20,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:36:10,SUCCESS,4,1,11/24/2025 15:36:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:36:20,11/24/2025 15:36:30,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:36:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:36:30,11/24/2025 15:36:45,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:36:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:36:45,11/24/2025 15:37:00,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,5,1,680000,150000,144000,42000,0,0,0,0,,,,,11/24/2025 15:36:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:37:00,11/24/2025 15:37:30,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,5,1,700000,80000,150000,45000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:37:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:37:30,11/24/2025 15:37:50,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,5,1,720000,85000,156000,48000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:37:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:37:50,11/24/2025 15:38:05,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:37:58,20,,8,,,11/24/2025 15:37:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:38:05,11/24/2025 15:38:20,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:38:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:38:20,11/24/2025 15:38:40,31041000000009,19724123000009,19725551054,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:38:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:40:00,11/24/2025 15:40:05,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:40:00,SUCCESS,4,1,11/24/2025 15:40:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:40:05,11/24/2025 15:40:10,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:40:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:40:10,11/24/2025 15:40:20,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:40:10,SUCCESS,4,1,11/24/2025 15:40:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:40:20,11/24/2025 15:40:30,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:40:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:40:30,11/24/2025 15:40:45,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:40:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:40:45,11/24/2025 15:41:00,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,5,1,700000,80000,150000,45000,0,0,0,0,,,,,11/24/2025 15:40:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:41:00,11/24/2025 15:41:30,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,5,1,720000,85000,156000,48000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:41:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:41:30,11/24/2025 15:41:50,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,5,1,740000,90000,162000,51000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:41:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:41:50,11/24/2025 15:42:05,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:41:58,20,,8,,,11/24/2025 15:41:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:42:05,11/24/2025 15:42:20,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:42:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:42:20,11/24/2025 15:42:40,31041000000010,19724123000010,19725551055,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:42:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:44:00,11/24/2025 15:44:05,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:44:00,SUCCESS,4,1,11/24/2025 15:44:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRC_SETUP,11/24/2025 15:44:05,11/24/2025 15:44:10,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:44:05,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INITIAL_CTXT,11/24/2025 15:44:10,11/24/2025 15:44:20,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,11/24/2025 15:44:10,SUCCESS,4,1,11/24/2025 15:44:10,SUCCESS,0;0,1,1;9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFAULT_BEARER_ACTIVATION,11/24/2025 15:44:20,11/24/2025 15:44:30,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:44:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDICATED_BEARER_ACTIVATION,11/24/2025 15:44:30,11/24/2025 15:44:45,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,5,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:44:30,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_REQUEST,11/24/2025 15:44:45,11/24/2025 15:45:00,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,5,1,720000,85000,156000,48000,0,0,0,0,,,,,11/24/2025 15:44:45,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_SETUP,11/24/2025 15:45:00,11/24/2025 15:45:30,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,5,1,740000,90000,162000,51000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:45:00,0;0,1;9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAB_MODIFY,11/24/2025 15:45:30,11/24/2025 15:45:50,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,5,1,760000,95000,168000,54000,0,0,0,0,,,,,,,,,,,,,,,,,,11/24/2025 15:45:30,0;0,1;9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACKING_AREA_UPDATE,11/24/2025 15:45:50,11/24/2025 15:46:05,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:45:58,20,,8,,,11/24/2025 15:45:55,4000,,1500
ERAB_RELEASE,11/24/2025 15:46:05,11/24/2025 15:46:20,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:46:05,1,1,10,0,1;9,,,,,,,,,,,,,,,,,,,,
DETACH,11/24/2025 15:46:20,11/24/2025 15:46:40,31041000000011,19724123000011,19725551056,1,12314,331402801000,1,12314,331402801000,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/24/2025 15:46:40,1,1,10,0,20,0,1;9,,,,,,,,,,
INITIAL_ATTACH,11/24/2025 15:48:00,11/24/2025 15:48:05,31041000000012,19724123000012,19725551057,1,12314,331402800000,1,12314,331402800000,,0,0,0,0,0,0,0,0,0,0,11/24/2025 15:48:00,SUCCESS,4,1,11/24/2025 15:48:00,SUCCESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
